renda,tempo_emprego,sexo_M,tipo_renda_Empresário,posse_de_imovel_True,educacao_Superior_completo,idade,qt_pessoas_residencia
1405.09,11.854794520547946,0,0,1,1,52,2.0
6887.34,3.016438356164384,1,0,0,0,49,4.0
1674.86,1.0986301369863014,0,0,1,0,44,2.0
4187.17,13.641095890410964,0,1,1,0,55,2.0
5914.21,0.6356164383561644,1,0,1,1,25,3.0
3661.14,8.052054794520547,0,0,1,0,39,1.0
2847.01,12.824657534246574,0,0,1,0,41,2.0
1798.52,4.263013698630137,0,0,1,0,31,4.0
1957.02,6.367123287671232,0,0,1,0,35,2.0
1728.59,2.797260273972603,0,0,1,0,46,2.0
3142.95,1.610958904109589,1,1,1,1,29,1.0
373.93,4.438356164383562,0,0,1,0,30,2.0
2082.74,11.268493150684929,0,0,1,0,50,2.0
12060.57,9.052054794520547,1,0,1,0,45,4.0
5077.28,0.2547945205479452,1,0,1,0,29,2.0
5077.28,0.2547945205479452,1,0,1,0,29,2.0
2440.24,1.356164383561644,1,0,0,0,24,3.0
8668.93,7.852054794520547,1,0,0,1,35,2.0
1282.24,4.090410958904109,0,0,1,0,35,4.0
6073.1,4.304109589041096,1,0,1,0,54,2.0
2826.22,3.3123287671232875,0,1,0,0,28,1.0
2161.59,0.2438356164383561,1,0,0,0,40,3.0
2510.58,6.164383561643835,1,0,1,0,28,3.0
3569.19,1.9287671232876715,1,0,0,1,37,3.0
1603.91,3.9315068493150687,1,0,0,0,31,2.0
1347.71,5.638356164383563,0,0,1,1,35,2.0
9844.88,8.227397260273973,1,1,1,1,36,4.0
1160.45,3.0465753424657533,0,0,1,1,47,2.0
1146.76,1.7671232876712328,1,0,0,0,41,2.0
2806.91,0.8273972602739726,0,0,1,0,39,1.0
4738.11,22.03835616438356,0,0,1,0,48,3.0
8649.18,9.221917808219178,1,0,1,0,49,2.0
1491.89,2.8191780821917813,0,0,1,0,25,2.0
2963.48,7.315068493150685,0,1,1,1,45,3.0
6364.65,9.802739726027395,0,0,1,1,30,4.0
5045.24,8.416438356164383,0,0,0,1,33,4.0
10823.71,9.884931506849314,1,0,1,0,34,4.0
2560.39,6.052054794520547,0,0,1,0,37,3.0
8967.13,15.635616438356164,1,0,0,0,34,2.0
4655.96,19.30958904109589,0,1,1,0,50,2.0
1255.97,4.145205479452055,0,0,1,1,44,2.0
5566.68,17.41917808219178,0,0,1,0,51,2.0
3579.4,5.994520547945205,0,0,1,0,43,2.0
2169.55,8.46027397260274,0,1,0,1,35,2.0
5568.55,6.7315068493150685,0,1,1,0,45,2.0
675.21,3.263013698630137,0,0,0,0,54,2.0
3186.45,7.249315068493152,0,0,0,1,36,2.0
6491.22,4.8054794520547945,1,0,1,0,50,1.0
2939.34,3.016438356164384,1,0,0,1,49,4.0
5648.49,26.70684931506849,0,1,0,0,51,2.0
10952.51,9.35068493150685,1,0,1,0,52,2.0
651.55,3.797260273972603,0,0,1,0,46,1.0
1360.28,0.9753424657534246,0,0,1,0,42,2.0
970.48,6.515068493150685,0,0,1,1,28,3.0
5487.63,20.882191780821923,0,0,1,1,60,2.0
3472.39,27.03013698630137,0,0,0,0,51,1.0
4692.19,14.97808219178082,0,1,1,0,59,1.0
2555.6,8.246575342465754,0,0,1,0,37,2.0
1705.55,1.3068493150684932,1,0,1,0,29,2.0
3226.5,17.361643835616437,0,1,1,1,37,4.0
9127.05,11.356164383561644,1,1,0,0,39,2.0
2920.36,0.8575342465753425,1,0,1,0,56,1.0
1738.53,6.654794520547945,0,0,1,0,47,2.0
2360.14,0.2986301369863013,1,0,0,0,37,3.0
1899.97,6.865753424657536,0,0,1,1,51,1.0
501.53,7.958904109589041,1,0,1,0,31,4.0
7488.01,8.219178082191782,1,1,0,0,44,2.0
12313.78,2.2410958904109592,1,1,1,1,24,3.0
4043.51,2.871232876712329,0,0,0,0,40,2.0
915.11,4.435616438356164,0,0,0,0,31,1.0
3366.03,0.284931506849315,1,1,1,1,40,3.0
6348.75,2.432876712328768,1,1,0,1,42,3.0
1220.71,2.38082191780822,0,0,0,0,33,2.0
2097.83,4.586301369863014,1,1,1,0,32,2.0
1805.2,12.9013698630137,0,1,0,1,38,2.0
3508.26,5.635616438356164,0,0,1,0,52,1.0
1877.81,1.8657534246575345,0,0,0,0,46,2.0
1689.61,2.347945205479452,0,0,0,1,33,2.0
3349.37,4.410958904109589,1,0,1,0,29,2.0
7163.89,9.101369863013696,1,1,1,1,34,3.0
4259.57,2.2136986301369856,1,0,1,0,39,2.0
2020.71,7.372602739726028,0,0,1,1,30,2.0
1156.31,5.046575342465753,0,1,1,1,51,2.0
1909.14,0.3808219178082192,0,0,1,0,50,2.0
1914.57,7.854794520547945,0,0,1,0,51,2.0
2148.83,4.131506849315069,1,0,1,0,43,2.0
3245.19,21.55068493150685,0,0,1,0,40,3.0
2752.94,4.895890410958904,0,0,1,0,47,2.0
3849.13,8.432876712328767,0,0,0,0,31,1.0
4210.32,0.3561643835616438,1,1,0,1,26,2.0
3738.66,1.4328767123287671,1,1,1,1,40,4.0
1031.9,3.06027397260274,0,0,1,0,53,1.0
1324.75,1.7150684931506852,0,0,1,0,39,1.0
1026.81,1.5369863013698633,0,0,0,0,54,1.0
1901.6,3.7178082191780817,0,0,1,1,53,1.0
1640.92,1.7589041095890412,0,1,1,1,46,1.0
11867.55,10.863013698630136,1,0,1,1,37,2.0
3513.68,3.104109589041096,0,0,1,1,24,1.0
845.38,2.7753424657534245,0,0,1,0,58,2.0
8048.85,1.0904109589041096,1,1,1,1,44,2.0
3331.72,3.2931506849315078,0,1,1,1,47,2.0
11733.18,5.219178082191782,0,1,1,1,43,1.0
9500.18,11.613698630136984,0,1,1,1,33,1.0
5149.61,3.06027397260274,1,1,1,1,41,2.0
5310.38,11.065753424657538,1,1,1,1,34,2.0
4234.94,0.9917808219178084,0,0,0,0,30,3.0
8645.35,29.04109589041096,0,0,1,1,60,1.0
6996.48,23.145205479452056,0,0,1,0,52,2.0
2294.54,5.758904109589041,0,1,1,0,42,3.0
1164.7,0.4328767123287671,0,1,0,1,24,1.0
2725.26,15.035616438356165,0,0,1,0,37,2.0
1704.06,11.03835616438356,0,1,1,0,47,2.0
783.73,5.208219178082191,0,0,1,0,52,2.0
1981.61,8.471232876712326,0,1,1,0,28,2.0
1550.53,4.126027397260274,1,0,1,0,60,2.0
1349.96,14.372602739726029,0,0,0,0,52,1.0
953.28,6.898630136986301,0,1,0,1,39,3.0
4694.91,0.547945205479452,1,0,1,0,49,2.0
1838.44,4.663013698630137,1,0,1,0,29,1.0
1558.36,8.695890410958905,0,0,0,1,35,2.0
965.85,8.052054794520547,0,0,1,1,44,2.0
2415.05,19.232876712328764,0,0,1,1,51,2.0
3687.37,1.367123287671233,1,1,1,0,54,2.0
2382.07,2.7205479452054795,1,0,1,0,53,2.0
1620.73,7.27123287671233,1,0,0,1,40,2.0
6112.05,16.610958904109587,1,0,1,0,54,4.0
2468.77,9.52054794520548,1,0,0,0,27,5.0
1587.66,5.265753424657534,0,1,0,1,40,3.0
2851.09,9.183561643835615,0,0,1,0,53,2.0
3588.44,4.693150684931507,1,0,1,0,36,3.0
4619.53,10.389041095890413,0,0,1,1,42,2.0
3261.25,5.693150684931508,0,0,1,0,29,2.0
581.38,3.2931506849315078,0,1,1,1,47,2.0
4299.12,1.4684931506849317,1,0,1,1,32,3.0
1518.84,27.728767123287675,0,0,1,0,49,2.0
5132.72,2.8794520547945206,1,0,0,0,56,2.0
6653.19,4.693150684931507,1,0,0,1,28,2.0
5256.0,0.947945205479452,1,0,0,0,53,1.0
1943.13,0.2958904109589041,1,1,0,1,25,1.0
4920.04,7.2,1,0,0,0,38,4.0
1410.73,15.936986301369863,0,0,1,1,40,2.0
4982.28,4.7452054794520535,0,1,1,1,54,2.0
2680.9,13.652054794520549,0,1,0,0,32,2.0
3611.53,2.095890410958904,1,0,0,0,35,3.0
5758.22,4.76986301369863,0,0,0,0,50,2.0
1211.66,2.410958904109589,0,1,0,1,48,2.0
1555.16,0.7589041095890411,0,1,1,1,30,2.0
2819.09,3.271232876712329,0,1,1,0,51,1.0
8469.23,6.372602739726028,1,0,0,0,24,2.0
8748.63,5.69041095890411,1,0,1,0,28,2.0
5519.41,10.967123287671232,0,0,1,1,38,5.0
2958.07,0.5342465753424658,1,1,0,0,26,1.0
4635.91,20.02739726027397,0,0,0,0,46,2.0
9536.3,6.761643835616439,1,0,1,0,31,2.0
13339.26,7.701369863013697,0,1,1,0,42,3.0
3356.47,3.1780821917808217,0,0,0,0,30,2.0
6758.16,5.6438356164383565,1,0,1,1,40,2.0
3604.99,6.435616438356163,0,0,0,1,29,3.0
2011.62,3.0054794520547947,0,1,1,0,33,5.0
4243.52,10.043835616438356,0,0,0,1,50,2.0
2294.57,3.0986301369863014,1,1,0,1,42,2.0
2142.35,5.890410958904107,0,1,1,1,51,2.0
2437.39,19.9013698630137,0,0,1,0,46,2.0
4606.77,5.328767123287672,1,1,0,1,30,4.0
8601.54,2.0575342465753423,0,0,1,0,51,2.0
3865.05,0.8657534246575342,1,0,0,0,39,2.0
5023.27,3.4547945205479453,1,1,0,0,25,1.0
7501.76,2.682191780821918,0,1,1,0,33,3.0
6081.28,5.550684931506848,1,1,0,0,28,1.0
2153.8,4.578082191780823,0,0,1,0,36,3.0
3829.56,13.372602739726029,0,0,1,0,40,3.0
3644.27,1.5506849315068494,1,1,1,0,43,4.0
1954.03,2.8,0,0,1,1,28,2.0
4870.17,3.895890410958904,1,0,0,0,33,5.0
2440.24,1.356164383561644,1,0,0,1,24,3.0
5965.14,19.21369863013698,0,0,0,0,55,2.0
820.8,7.972602739726027,0,1,1,1,26,3.0
4346.54,4.931506849315068,1,0,1,1,38,3.0
10204.21,1.0328767123287672,0,0,0,0,48,1.0
3424.07,4.178082191780821,1,0,1,1,41,2.0
1980.53,7.542465753424658,0,0,1,0,35,3.0
1705.53,3.084931506849315,1,0,1,0,27,3.0
765.74,0.3835616438356164,1,0,1,0,33,3.0
3528.64,2.3013698630136985,1,1,1,1,51,3.0
1449.57,1.1369863013698631,0,0,1,0,37,2.0
2892.71,12.161643835616438,0,0,1,0,36,2.0
1182.64,1.5534246575342463,1,1,1,0,49,2.0
5599.63,6.638356164383563,0,1,1,0,39,2.0
6046.06,8.846575342465753,1,0,1,0,41,4.0
4331.3,2.1342465753424658,0,0,1,0,33,3.0
3664.32,6.221917808219177,0,0,0,1,39,3.0
2791.66,2.5424657534246577,1,0,1,0,25,2.0
1813.92,1.2602739726027397,0,0,1,1,27,2.0
8457.2,6.076712328767122,0,1,1,1,33,1.0
1348.74,5.978082191780822,0,1,1,0,48,2.0
5503.11,9.252054794520548,1,0,1,0,42,2.0
986.53,7.545205479452054,0,0,0,0,40,1.0
5782.57,14.643835616438356,0,0,0,1,34,4.0
3159.13,0.6,0,0,1,0,51,2.0
525.81,0.7616438356164383,0,0,1,0,53,1.0
2155.89,10.61917808219178,1,0,0,1,32,2.0
4966.88,4.8794520547945215,0,0,1,0,61,1.0
1917.42,0.2876712328767123,0,1,0,1,27,2.0
2334.98,7.290410958904109,0,0,0,0,40,3.0
552.09,1.6164383561643836,0,0,1,0,29,1.0
3984.16,1.8465753424657527,0,0,1,1,22,2.0
10472.86,7.520547945205481,1,1,1,1,50,1.0
3328.14,7.882191780821918,0,0,0,1,37,3.0
4879.67,3.684931506849315,0,1,1,0,55,1.0
2600.89,0.3671232876712329,0,1,1,1,30,3.0
4771.36,0.5945205479452055,1,0,0,0,35,4.0
4562.6,5.665753424657535,1,1,0,0,41,1.0
4606.77,5.328767123287672,1,1,0,1,30,4.0
6868.54,6.06027397260274,1,0,0,1,40,4.0
1857.38,3.1315068493150684,0,0,0,0,47,2.0
1873.82,14.257534246575348,0,0,1,1,36,2.0
765.56,1.824657534246576,0,0,1,1,49,1.0
3023.85,5.679452054794519,0,0,1,1,28,1.0
2238.8,0.3506849315068493,0,0,1,1,52,2.0
8396.57,2.8821917808219184,1,1,1,0,26,2.0
12050.97,12.895890410958906,1,0,1,1,41,4.0
13336.42,1.263013698630137,0,0,1,1,34,4.0
1820.84,20.895890410958906,0,0,1,1,47,2.0
2752.94,4.895890410958904,0,0,1,0,47,2.0
1302.03,1.1123287671232878,0,1,1,0,35,3.0
2885.34,4.427397260273971,0,1,1,1,31,3.0
5847.17,1.7534246575342465,1,0,1,0,37,3.0
9221.15,7.701369863013697,1,0,0,0,49,1.0
2832.63,9.605479452054793,0,0,0,1,39,2.0
13653.74,10.63835616438356,0,0,1,0,37,4.0
1583.13,4.789041095890411,1,0,1,0,43,2.0
2448.99,6.2027397260273975,0,1,1,0,28,2.0
2352.29,1.0931506849315071,0,1,1,1,43,1.0
3549.67,0.7150684931506849,0,1,1,0,57,1.0
1613.93,0.547945205479452,0,0,0,0,33,2.0
1108.71,0.9643835616438357,1,1,0,0,23,2.0
7624.5,6.136986301369863,1,0,1,0,43,3.0
1857.4,1.1753424657534246,0,0,0,0,52,2.0
5409.36,21.03013698630137,0,0,1,0,48,1.0
4444.38,9.6,1,0,0,0,32,1.0
4349.39,4.468493150684932,1,0,0,1,34,4.0
1220.99,4.635616438356164,0,0,1,0,29,5.0
503.62,4.802739726027396,0,0,1,0,40,3.0
1421.45,7.134246575342464,1,1,1,1,40,2.0
5908.66,5.92876712328767,0,0,0,0,32,1.0
4063.18,11.6,1,1,0,1,59,2.0
6134.27,10.52054794520548,0,0,1,0,37,3.0
6070.45,15.068493150684931,0,1,1,0,42,2.0
2070.62,6.101369863013699,0,1,1,1,41,2.0
1684.97,1.4164383561643836,0,0,1,0,45,2.0
1587.71,3.5397260273972604,1,0,1,0,45,1.0
5385.0,4.331506849315068,1,0,0,1,33,3.0
2844.9,0.3780821917808219,0,1,1,1,32,2.0
6496.85,1.2986301369863014,1,0,1,0,41,1.0
906.26,1.1863013698630136,0,1,1,0,22,2.0
3588.08,1.747945205479452,0,1,1,0,50,2.0
2537.37,1.16986301369863,0,0,0,0,27,2.0
717.49,7.871232876712328,0,1,0,0,41,2.0
11587.7,3.1890410958904107,1,1,0,0,32,2.0
4609.44,8.556164383561644,0,0,1,1,33,2.0
2300.6,0.6821917808219178,0,1,0,0,28,2.0
2767.12,3.3945205479452056,0,1,1,0,59,1.0
5907.97,19.30958904109589,0,1,1,0,50,2.0
4736.48,16.63013698630137,0,0,1,1,49,2.0
6273.94,5.578082191780823,1,0,1,0,27,2.0
3486.51,1.1945205479452057,1,0,0,1,28,2.0
2990.66,5.778082191780823,0,0,1,1,26,2.0
3677.09,12.473972602739725,1,0,1,0,53,2.0
1630.88,6.043835616438357,0,0,0,1,31,2.0
1340.9,8.016438356164384,0,0,1,0,52,2.0
1191.7,3.1780821917808217,0,0,0,0,40,4.0
1919.24,7.586301369863015,0,0,1,0,34,2.0
1749.52,6.016438356164382,0,1,1,0,29,3.0
9541.84,11.632876712328768,1,0,0,0,32,2.0
1263.66,1.1287671232876713,1,0,1,1,29,2.0
1056.96,0.6109589041095891,0,0,1,1,55,2.0
2754.5,5.153424657534247,1,0,1,0,43,2.0
13763.44,18.10410958904109,0,1,0,1,54,1.0
2941.66,5.715068493150685,0,1,1,0,32,2.0
9940.6,4.863013698630136,0,0,1,1,31,3.0
5426.32,5.5178082191780815,0,0,0,1,44,3.0
3733.21,4.789041095890411,1,0,1,1,32,2.0
3582.17,3.558904109589041,1,0,1,0,32,2.0
2324.56,7.553424657534246,1,0,1,1,28,1.0
3659.21,0.5342465753424658,1,0,1,0,61,2.0
12948.32,33.78630136986301,0,0,0,0,53,1.0
4875.62,2.1232876712328768,0,0,1,0,28,3.0
6510.1,17.38082191780822,0,0,0,1,37,4.0
3442.36,5.490410958904111,0,1,0,1,40,2.0
1735.1,2.9753424657534246,0,0,1,1,31,3.0
3684.83,4.534246575342466,0,1,1,1,40,2.0
3416.34,0.5342465753424658,1,0,1,0,61,2.0
1639.89,7.361643835616437,0,0,0,0,46,2.0
1470.56,3.2684931506849315,1,0,0,1,25,1.0
4806.13,3.8904109589041096,1,1,0,0,37,3.0
2350.11,1.1232876712328768,1,1,1,0,27,2.0
3840.27,11.641095890410964,1,0,0,0,59,2.0
629.84,2.7150684931506848,0,0,0,0,45,2.0
2029.89,8.312328767123287,0,0,1,0,43,2.0
1089.1,3.9178082191780814,0,1,1,0,33,1.0
2369.09,2.243835616438356,0,0,1,0,34,3.0
1059.31,1.2547945205479452,1,0,1,0,47,3.0
1246.91,6.6876712328767125,0,0,1,1,40,2.0
2211.86,6.342465753424658,0,1,1,0,27,4.0
462.43,2.0191780821917806,0,0,1,0,30,4.0
3300.17,3.602739726027397,1,0,0,1,27,2.0
1595.22,2.4520547945205484,0,0,1,0,40,2.0
1666.82,1.6054794520547946,0,0,0,1,37,2.0
2039.16,7.290410958904109,0,0,0,0,40,3.0
3791.78,11.183561643835615,0,0,1,1,54,1.0
3400.91,2.4520547945205484,0,0,1,0,40,2.0
4492.72,9.63835616438356,1,0,0,0,40,2.0
1089.1,3.9178082191780814,0,1,1,1,33,1.0
1098.14,2.043835616438356,0,1,1,0,53,2.0
10310.56,14.893150684931507,1,0,1,1,32,2.0
12313.78,2.2410958904109592,1,1,1,1,24,3.0
11415.86,9.936986301369863,0,1,1,1,35,2.0
1335.65,7.534246575342466,0,0,1,1,45,2.0
6540.03,8.178082191780822,0,1,1,1,40,2.0
4252.5,5.723287671232876,1,0,1,1,44,3.0
4620.26,1.4273972602739726,0,0,1,1,29,3.0
1654.55,2.682191780821918,0,1,1,0,33,3.0
2734.82,14.054794520547944,0,0,1,0,52,2.0
2725.28,8.84931506849315,0,1,0,0,37,2.0
6192.86,16.545205479452054,0,0,1,0,52,2.0
3363.99,7.884931506849315,0,1,1,1,53,2.0
5493.59,13.865753424657536,1,0,0,0,43,2.0
7209.75,3.008219178082192,1,1,1,0,54,2.0
8474.88,25.81369863013699,0,0,1,0,56,2.0
3722.01,4.7972602739726025,0,1,1,0,53,2.0
1303.26,2.2136986301369856,0,0,1,0,58,2.0
4871.74,13.295890410958906,1,1,0,1,38,2.0
2726.1,9.808219178082194,0,0,1,0,28,3.0
5045.24,8.416438356164383,0,0,0,1,33,4.0
1648.11,2.6904109589041094,0,0,0,0,33,4.0
5297.08,11.835616438356164,0,0,1,0,57,1.0
4392.92,11.065753424657538,1,1,1,0,34,2.0
12916.88,11.065753424657538,1,1,1,1,34,2.0
9478.96,2.1780821917808217,1,1,0,0,28,1.0
2493.75,1.1945205479452057,1,0,0,0,36,2.0
1287.16,2.350684931506849,1,0,0,0,53,2.0
6802.84,9.284931506849317,1,1,1,0,39,2.0
1019.93,4.369863013698629,0,1,1,1,25,2.0
2638.25,4.882191780821918,0,0,1,0,44,1.0
8462.94,1.8027397260273967,1,1,1,0,45,2.0
1783.93,3.295890410958904,0,0,1,1,47,2.0
3836.21,2.967123287671233,0,0,1,0,36,3.0
1738.76,20.88767123287672,0,0,0,0,56,2.0
8542.51,7.534246575342466,0,0,1,1,45,2.0
10562.03,8.961643835616439,1,0,0,0,33,2.0
3039.36,0.4931506849315068,0,0,1,1,45,2.0
2042.87,0.3671232876712329,0,1,1,1,30,3.0
3365.23,3.671232876712329,1,0,1,0,26,3.0
7180.71,6.83013698630137,1,0,0,1,49,3.0
5038.38,0.5342465753424658,1,0,0,0,33,2.0
8847.29,4.008219178082192,1,0,1,0,33,2.0
8602.51,11.627397260273971,1,1,1,0,41,3.0
2161.17,3.32054794520548,1,0,1,0,25,2.0
5184.73,4.273972602739726,1,1,0,1,35,2.0
9713.64,10.47945205479452,1,0,1,0,52,1.0
2421.9,1.9287671232876715,0,0,0,1,27,2.0
6274.17,12.3013698630137,0,1,0,0,43,2.0
1507.25,0.8383561643835616,0,1,1,1,35,2.0
726.15,3.295890410958904,0,0,1,1,47,2.0
4288.15,5.92876712328767,0,0,0,0,32,1.0
3317.12,7.854794520547945,0,0,1,0,51,2.0
3275.24,12.93972602739726,0,0,0,1,40,2.0
2523.79,4.049315068493152,0,0,0,0,44,2.0
5316.91,7.701369863013697,1,0,0,0,49,1.0
7034.27,15.136986301369864,0,0,1,1,56,1.0
1987.13,11.18082191780822,0,0,0,0,40,2.0
8641.6,3.1013698630136988,0,0,1,0,42,2.0
4617.15,18.04383561643836,0,0,1,0,36,4.0
2559.18,13.550684931506847,0,0,1,0,50,1.0
1497.79,3.863013698630137,0,1,1,1,46,2.0
4533.0,3.52054794520548,0,1,1,0,48,2.0
2521.61,1.1095890410958904,1,1,0,1,33,2.0
5128.78,6.852054794520547,1,0,1,0,41,3.0
3484.7,4.789041095890411,1,0,1,0,32,3.0
3494.78,1.8356164383561644,0,1,0,0,52,1.0
3275.24,12.93972602739726,0,0,0,1,40,2.0
1026.82,1.4684931506849317,1,0,1,1,51,2.0
1623.84,15.402739726027391,0,0,1,0,48,2.0
1489.24,8.912328767123286,0,0,1,0,35,2.0
4921.85,0.7479452054794521,1,1,0,0,44,2.0
3409.37,4.057534246575343,0,1,1,0,29,3.0
2345.15,6.4301369863013695,1,1,1,0,35,2.0
8214.56,6.624657534246575,1,0,0,0,35,3.0
1483.92,1.8438356164383565,1,0,1,0,24,3.0
4383.44,0.547945205479452,0,1,0,1,37,2.0
3644.27,1.5506849315068494,1,1,1,0,43,4.0
10884.09,6.6876712328767125,1,0,1,0,27,2.0
2181.1,15.087671232876714,0,0,0,0,46,2.0
1364.62,5.613698630136986,0,1,1,0,26,3.0
7470.16,18.6054794520548,0,0,1,1,50,2.0
10615.12,9.454794520547946,1,0,1,1,45,3.0
5052.21,0.5342465753424658,1,0,1,0,61,2.0
9795.7,6.7972602739726025,0,1,1,1,30,3.0
8748.01,2.8109589041095893,1,0,1,0,38,4.0
7705.3,4.586301369863014,1,1,1,0,32,2.0
10328.9,4.452054794520548,1,0,1,0,47,2.0
9367.17,6.6219178082191785,1,0,0,1,36,2.0
3795.16,5.717808219178082,1,1,1,0,64,2.0
11563.82,9.89315068493151,1,0,1,0,31,3.0
8637.3,2.6356164383561644,1,0,1,0,35,4.0
439.75,4.975342465753425,0,1,1,0,34,4.0
3335.36,5.682191780821919,0,0,1,0,49,2.0
4217.92,6.205479452054795,1,0,0,1,56,2.0
4699.34,19.30958904109589,0,1,1,0,50,2.0
9963.64,6.898630136986301,0,1,0,1,39,3.0
1821.45,3.4301369863013704,0,0,0,0,53,2.0
8568.83,1.515068493150685,1,0,1,0,47,2.0
5202.51,4.5178082191780815,1,0,0,0,43,2.0
782.06,5.205479452054795,0,0,0,0,37,2.0
7986.43,1.7589041095890412,0,1,1,1,46,1.0
3207.19,0.3205479452054795,1,0,1,1,56,3.0
2031.36,5.846575342465752,0,0,1,0,47,1.0
5143.35,12.96986301369863,0,0,1,0,47,2.0
9580.6,0.5780821917808219,1,0,0,0,41,2.0
8100.5,1.2136986301369863,1,1,1,0,30,3.0
5312.25,2.1863013698630143,1,0,1,1,32,4.0
1129.29,1.2849315068493148,0,0,1,0,64,2.0
9199.9,0.96986301369863,0,1,0,0,42,2.0
2425.96,1.4575342465753425,0,0,1,1,39,4.0
6600.77,4.846575342465753,0,0,1,1,30,3.0
7914.41,23.23013698630137,0,0,1,1,48,2.0
1768.22,5.693150684931508,0,0,1,0,29,2.0
4194.41,4.454794520547946,0,1,1,0,46,1.0
3615.38,10.136986301369864,0,0,1,0,55,2.0
3019.64,1.0767123287671232,0,0,0,0,34,3.0
1623.52,5.564383561643837,0,0,0,1,27,2.0
2103.98,2.572602739726028,1,0,0,1,30,3.0
13550.02,32.62191780821918,0,1,1,0,55,1.0
5099.06,2.016438356164384,0,0,1,1,40,3.0
9920.98,6.638356164383563,1,0,1,0,57,2.0
2527.66,18.295890410958904,0,0,1,0,45,2.0
1911.35,1.1643835616438356,0,0,1,1,49,2.0
2053.04,14.687671232876712,0,0,0,0,40,3.0
9594.28,4.9589041095890405,1,0,0,1,25,1.0
4933.42,13.276712328767124,0,1,0,1,37,2.0
4054.16,9.304109589041095,1,0,1,0,28,4.0
2570.73,7.526027397260274,0,0,0,0,33,3.0
2564.1,3.783561643835617,0,0,1,0,43,1.0
3107.68,8.638356164383561,0,0,1,1,47,2.0
3697.59,3.895890410958904,0,1,1,0,40,2.0
869.44,2.249315068493151,0,1,0,0,46,2.0
1184.62,9.931506849315069,0,1,0,0,49,3.0
10357.73,11.632876712328768,1,0,0,0,32,2.0
2271.18,8.183561643835617,1,0,1,0,28,4.0
1240.38,1.1561643835616435,0,0,0,0,42,3.0
2026.11,1.476712328767123,1,0,1,1,27,2.0
8076.94,14.356164383561644,0,1,0,0,35,2.0
4918.57,4.101369863013699,0,0,1,1,32,1.0
6120.81,3.7068493150684927,1,0,1,0,50,2.0
5226.39,6.6219178082191785,0,1,0,0,44,2.0
3066.31,4.931506849315068,1,0,1,0,50,1.0
11518.07,9.065753424657537,1,0,0,0,31,1.0
1134.31,8.545205479452052,0,1,0,0,53,2.0
1610.73,1.1561643835616435,0,0,1,1,38,3.0
1136.11,1.03013698630137,1,0,0,0,49,2.0
1567.79,0.5945205479452055,0,0,1,0,38,3.0
1917.82,2.0876712328767124,1,1,0,0,36,4.0
1751.57,10.93972602739726,0,0,1,0,43,2.0
2639.43,1.6301369863013702,1,0,0,1,24,3.0
9671.13,4.863013698630136,1,1,1,1,27,3.0
4745.81,7.958904109589041,0,0,1,1,54,1.0
11127.88,18.926027397260277,1,0,1,1,45,2.0
923.83,1.7150684931506852,0,0,1,1,56,2.0
5875.08,10.35068493150685,0,0,1,1,32,4.0
4692.6,6.693150684931508,1,1,0,0,40,2.0
2313.0,4.016438356164383,0,0,0,0,51,1.0
2445.33,3.8301369863013695,0,1,1,1,43,3.0
7406.64,3.515068493150685,0,0,1,0,59,1.0
3421.45,4.520547945205481,1,0,0,0,43,4.0
3856.49,0.5561643835616439,1,0,1,0,47,3.0
5572.62,15.391780821917806,0,0,1,0,52,1.0
8453.06,8.597260273972603,0,0,1,0,41,3.0
5032.72,24.0,0,0,1,0,43,3.0
595.45,0.3671232876712329,0,0,0,0,38,2.0
4012.61,4.293150684931507,1,1,1,0,26,1.0
8952.08,13.276712328767124,0,1,0,1,37,2.0
1957.46,16.416438356164385,0,0,1,0,40,2.0
6925.88,3.345205479452055,1,1,1,1,27,1.0
7403.4,13.602739726027398,1,1,0,0,52,2.0
13456.47,6.846575342465752,0,1,0,0,35,2.0
1015.37,4.090410958904109,0,1,1,1,46,2.0
12621.12,13.334246575342464,1,0,0,0,43,3.0
1539.17,12.515068493150684,0,0,1,0,39,2.0
2444.57,3.7178082191780817,0,1,0,0,41,2.0
1171.7,4.597260273972604,0,0,1,0,31,3.0
1998.33,1.8301369863013703,1,0,1,0,31,3.0
8051.62,2.6794520547945204,0,0,0,0,32,1.0
5898.13,10.01917808219178,0,0,0,0,43,1.0
5557.9,2.643835616438356,1,0,1,1,43,3.0
2201.26,0.7808219178082192,0,0,1,0,32,1.0
3027.17,3.3479452054794514,0,0,1,1,36,4.0
1518.71,2.345205479452055,1,1,1,0,44,2.0
6118.7,1.6739726027397257,1,0,0,1,42,2.0
9885.62,2.263013698630137,1,0,1,1,27,1.0
10832.26,8.684931506849315,0,0,1,0,27,3.0
4371.48,1.0438356164383562,0,1,1,0,36,1.0
1836.0,2.271232876712329,0,0,0,0,61,1.0
9389.81,0.7232876712328767,1,0,0,1,29,4.0
5699.89,4.008219178082192,1,1,1,1,42,2.0
9557.97,7.432876712328768,0,1,0,1,30,2.0
9590.91,10.334246575342464,0,1,1,1,44,2.0
6527.81,6.452054794520548,1,0,1,0,28,3.0
4806.13,3.8904109589041096,1,1,0,0,37,3.0
10639.79,23.31232876712329,0,0,1,0,51,2.0
4404.07,8.136986301369863,0,0,1,0,38,2.0
2811.33,4.435616438356164,0,1,1,0,29,2.0
10608.96,15.035616438356165,0,0,1,0,37,2.0
